"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"obkladydlazby.com","5","1",,"Vrakuňa",,"SK","http://obkladydlazby.com/","+421 902 334 361","Remeslá",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=obkladydlazby.com&query_place_id=ChIJzbJ50iyJbEcRlFa7d0bfY6Y","Remeslá"
"Pokládka veľkoformátových dlažieb a obkladov JK","5","1","Kamenné Námestie 2392 1","Bratislava",,"SK","https://www.obklady-a-dlazby.sk/","+421 905 453 146","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pokl%C3%A1dka%20ve%C4%BEkoform%C3%A1tov%C3%BDch%20dla%C5%BEieb%20a%20obkladov%20JK&query_place_id=ChIJg4a3vVVZa0cRhuebJkF-Jls","Stavebné služby"
"STAV-PIPO, s.r.o.","4.7","49","Továrenská cesta 2 94303","Štúrovo",,"SK",,"+421 917 641 976","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STAV-PIPO%2C%20s.r.o.&query_place_id=ChIJP9mQ9K1hakcR91WiW5u36mU","Stavebniny"
"Praktik","4.6","42","Ďorocká 2","Nové Zámky",,"SK","http://www.kupelne-praktik.sk/","+421 35/640 07 77","Obchod s príslušenstvom do kúpeľne",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Praktik&query_place_id=ChIJcRfKq6sGa0cRGL04Y6EElBU","Obchod s príslušenstvom do kúpeľne"
"INGEMA - obklady, dlažby, kúpeľne","4.5","59","Bratislavská 117","Žilina",,"SK","https://www.ingema.sk/","+421 915 437 614","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami","Obchod s kuchynským nábytkom",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INGEMA%20-%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BEne&query_place_id=ChIJC119nIFdFEcRhLRVey6S3NM","Obchod s príslušenstvom do kúpeľne"
"INGEMA - obklady, dlažby, kúpeľne","4.2","43","Nová 7996/9","Trnava",,"SK","https://www.ingema.sk/","+421 908 094 558","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami","Obchod s kuchynským nábytkom",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INGEMA%20-%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BEne&query_place_id=ChIJGdKDNoZfa0cRoUeUwXrmHNE","Obchod s príslušenstvom do kúpeľne"
"INGEMA - obklady, dlažby, kúpeľne","4.8","20","Zvolenská cesta 30A","Banská Bystrica",,"SK","https://www.ingema.sk/","+421 908 348 737","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami","Obchod s kuchynským nábytkom",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INGEMA%20-%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BEne&query_place_id=ChIJHb0dQxw9FUcR_l6ft2OlZbA","Obchod s príslušenstvom do kúpeľne"
"INGEMA - obklady, dlažby, kúpeľne","4.1","114","Južná trieda 1590/117","Košice",,"SK","https://www.ingema.sk/","+421 917 689 058","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami","Obchod s kuchynským nábytkom",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INGEMA%20-%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BEne&query_place_id=ChIJaU5I9OLfPkcRmv15dqmjo8Y","Obchod s príslušenstvom do kúpeľne"
"Obklady a dlažby z Talianska. Toscana Ba, s.r.o. Talianska kúpelňa. Talianske zrkadlo.","4.8","31","Eduarda Wenzla 4","Rača",,"SK","http://www.toscana.sk/","+421 905 622 075","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami","Interiérové štúdio","Obchod so zrkadlami","Obchod so sprchovacími kútmi",,,,,,"https://www.google.com/maps/search/?api=1&query=Obklady%20a%20dla%C5%BEby%20z%20Talianska.%20Toscana%20Ba%2C%20s.r.o.%20Talianska%20k%C3%BApel%C5%88a.%20Talianske%20zrkadlo.&query_place_id=ChIJPbCDPZGJbEcRIboBOwssKQo","Obchod s príslušenstvom do kúpeľne"
"HESTIA NZ (KOVAX group, s.r.o.)","4.6","47","Šurianska 3612/10","Pri Bani, Nové Zámky",,"SK","http://www.hestiahome.sk/","+421 944 456 804","Obchod s príslušenstvom do kúpeľne",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HESTIA%20NZ%20(KOVAX%20group%2C%20s.r.o.)&query_place_id=ChIJg70d4_gDa0cRBHw6wc3ll9s","Obchod s príslušenstvom do kúpeľne"
"Kúpeľňové štúdio BETA2KERAMIKA - Kolónia","4.6","16","Kpt. Nálepku 739/6","Galanta",,"SK","https://b2k.sk/","+421 903 475 383","Veľkoobchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=K%C3%BApe%C4%BE%C5%88ov%C3%A9%20%C5%A1t%C3%BAdio%20BETA2KERAMIKA%20-%20Kol%C3%B3nia&query_place_id=ChIJyXLAtU9va0cRShSQm8xtNsM","Veľkoobchod"
"Marbec - kúpeľne, kuchyne, podlahy","4.6","40","Nitrianska cesta 24","Nové Zámky",,"SK","http://www.marbec.sk/","+421 905 456 786","Obchod s príslušenstvom do kúpeľne",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marbec%20-%20k%C3%BApe%C4%BEne%2C%20kuchyne%2C%20podlahy&query_place_id=ChIJSf3PF7IGa0cRf57m2hLOpLE","Obchod s príslušenstvom do kúpeľne"
"Kúpeľnové štúdio Tiles","4.6","52","Žilinská 75","Piešťany",,"SK","http://www.tiles-kupelne.sk/","+421 908 528 638","Obchod s príslušenstvom do kúpeľne",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=K%C3%BApe%C4%BEnov%C3%A9%20%C5%A1t%C3%BAdio%20Tiles&query_place_id=ChIJPWIlAr9Ua0cRKpnN13Zdt1Q","Obchod s príslušenstvom do kúpeľne"
"DOMEN - Kúpeľne Vašich Snov","4.7","23","F. Kapisztóryho 42","Nové Zámky",,"SK","https://domen.sk/","+421 902 915 631","Obchod s príslušenstvom do kúpeľne","Obchod s podlahovými krytinami","Interiérový dizajnér","Obchod s radiátormi","Obchod s dlažbou a kachličkami",,,,,,"https://www.google.com/maps/search/?api=1&query=DOMEN%20-%20K%C3%BApe%C4%BEne%20Va%C5%A1ich%20Snov&query_place_id=ChIJx8Dr11MBa0cRlWw7fwU-Oa4","Obchod s príslušenstvom do kúpeľne"
"Star Dom - Kúpeľne, Obklady, Dlažby","4.9","14","Hlavná 929/6","Galanta",,"SK","https://www.star-dom.sk/","+421 903 201 706","Obchod s príslušenstvom do kúpeľne","Interiérové štúdio","Obchod s dlažbou a kachličkami",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Star%20Dom%20-%20K%C3%BApe%C4%BEne%2C%20Obklady%2C%20Dla%C5%BEby&query_place_id=ChIJ0dArxP5va0cRF-YMsEeGOAw","Obchod s príslušenstvom do kúpeľne"
"Kúpeľňové štúdio L&Š","4.5","53","Novozámocká 3/B","Nitra",,"SK","https://www.farby.sk/sluzby/kupelnove-studio/","+421 915 991 056","Obchod s príslušenstvom do kúpeľne",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=K%C3%BApe%C4%BE%C5%88ov%C3%A9%20%C5%A1t%C3%BAdio%20L%26%C5%A0&query_place_id=ChIJCwF-mkc_a0cRS3wvyOnFI9o","Obchod s príslušenstvom do kúpeľne"
"DOMEN – Kúpeľne Vašich Snov","4.6","66","Nitrianska č. 76","Nové Zámky",,"SK","https://domen.sk/","+421 35/642 10 55","Obchod s príslušenstvom do kúpeľne","Obchod s podlahovými krytinami","Interiérový dizajnér","Obchod so zrkadlami","Obchod s radiátormi","Obchod s dlažbou a kachličkami",,,,,"https://www.google.com/maps/search/?api=1&query=DOMEN%20%E2%80%93%20K%C3%BApe%C4%BEne%20Va%C5%A1ich%20Snov&query_place_id=ChIJidfmTB0Ea0cRh-XjoZmE6Dw","Obchod s príslušenstvom do kúpeľne"
"TARCHI - Dizajnové kúpeľne, obklady, dlažby, kúpeľňové štúdio Bratislava","4.9","82","Nová Rožňavská 3","Bratislava",,"SK","http://www.tarchi.sk/","+421 905 852 774","Obchod s dlažbou a kachličkami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TARCHI%20-%20Dizajnov%C3%A9%20k%C3%BApe%C4%BEne%2C%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BE%C5%88ov%C3%A9%20%C5%A1t%C3%BAdio%20Bratislava&query_place_id=ChIJXRkTDeOObEcRmWyVyNQVhOc","Obchod s dlažbou a kachličkami"
"Instav - Bohatá, s.r.o.","4.7","61","Imeľská 2871","Hurbanovo",,"SK","http://www.obkladyhurbanovo.sk/","+421 905 550 091","Obchod s príslušenstvom do kúpeľne","Interiérové štúdio",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Instav%20-%20Bohat%C3%A1%2C%20s.r.o.&query_place_id=ChIJ4ztP0L6qa0cRInUBKhtXp54","Obchod s príslušenstvom do kúpeľne"
"OUTLET NEXTERIO | Obklady, Dlažby, Kúpeľne","4.2","127","Pestovateľská 4318/13","Ružinov",,"SK","https://nexterio.sk/?utm_source=google&utm_medium=wizytowka&utm_campaign=Bratislava","+421 948 847 409","Obchod s príslušenstvom do kúpeľne","Obchod s dlažbou a kachličkami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OUTLET%20NEXTERIO%20%7C%20Obklady%2C%20Dla%C5%BEby%2C%20K%C3%BApe%C4%BEne&query_place_id=ChIJixxt2EGPbEcR7x-pAI3XLJk","Obchod s príslušenstvom do kúpeľne"
"BENEVA - kúpeľňové štúdio","5","44","Spojovacia 30","Nitra",,"SK","https://www.beneva.sk/","+421 908 713 446","Obchod s príslušenstvom do kúpeľne","Architektonický dizajnér","Obchod s dlažbou a kachličkami","Interiérový dizajnér",,,,,,,"https://www.google.com/maps/search/?api=1&query=BENEVA%20-%20k%C3%BApe%C4%BE%C5%88ov%C3%A9%20%C5%A1t%C3%BAdio&query_place_id=ChIJuRqwQvs-a0cRyLmPRGfbba4","Obchod s príslušenstvom do kúpeľne"
"INGEMA - obklady, dlažby, kúpeľne","4.8","33","Odbojárov 451/14","Tovarníky",,"SK","https://www.ingema.sk/","+421 905 325 948","Obchod s dlažbou a kachličkami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=INGEMA%20-%20obklady%2C%20dla%C5%BEby%2C%20k%C3%BApe%C4%BEne&query_place_id=ChIJ1SnndYpLa0cRip3RvK1pj5A","Obchod s dlažbou a kachličkami"
"Kamenárstvo Szalma","4.4","7","Dubník 27","Dubník",,"SK","http://www.kam-szalma.sk/","+421 907 344 810","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20Szalma&query_place_id=ChIJR34oXe_7akcRQ4rahAL7dso","Kamenár"
"Juraj Sindár","3","2","Bartókova 1607/1","Štúrovo",,"SK",,"+421 905 392 086","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juraj%20Sind%C3%A1r&query_place_id=ChIJr0sdnLxhakcRSDRTI5QIR1c","Kamenár"
"Kamenárstvo Bélai","5","14","Perješ 1148/57","Marcelová",,"SK","http://www.kamenarstvo-belai.sk/","+421 905 500 309","Kameňorezba",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20B%C3%A9lai&query_place_id=ChIJJ06cXl9RakcR5x7KDI45Mo4","Kameňorezba"
"Kamenárstvo Kajal - Dömény","4.1","46","925 92","Kajal",,"SK","https://kamenarstvokajal.sk/","+421 948 312 754","Kamenár","Obchod s kameňmi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20Kajal%20-%20D%C3%B6m%C3%A9ny&query_place_id=ChIJHZrwnfBua0cRofi-gl-zXEk","Kamenár"
"Szalma A spol. V.o.s. - Kamenárstvo","5","1","Hlavná 28 94135","Dubník",,"SK","http://www.kam-szalma.sk/","+421 35/649 54 83","Kameňorezba",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Szalma%20A%20spol.%20V.o.s.%20-%20Kamen%C3%A1rstvo&query_place_id=ChIJP3eaMGj_akcR8-f-8dehuzE","Kameňorezba"
"Kamenárstvo Paradiso-India","4.4","14","Branovo 104, Branovo","Branovo",,"SK","http://www.paradisoindia.sk/","+421 905 788 372","Kamenár","Firemná kancelária","Výrobca pomníkov",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20Paradiso-India&query_place_id=ChIJ6ZlRYJwCa0cRMQSqeh99gIs","Kamenár"
"Písmená na hrob, Zlátenie a dosekávanie písma, Kamenárstvo MBM Nitra","4.6","47","Čab 307, Čab","Čab",,"SK","http://www.mbmnitra.sk/","+421 907 717 644","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P%C3%ADsmen%C3%A1%20na%20hrob%2C%20Zl%C3%A1tenie%20a%20dosek%C3%A1vanie%20p%C3%ADsma%2C%20Kamen%C3%A1rstvo%20MBM%20Nitra&query_place_id=ChIJE3RKSHBGa0cRnqAulUbZLSg","Kamenár"
"Kamenárstvo s.r.o.","4.5","17","Tekovská 2084/36","Zlaté Moravce",,"SK","http://www.kamenarstvo-zm.sk/","+421 905 267 424","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20s.r.o.&query_place_id=ChIJkQBcS8gva0cReoLtlzOj8aU","Kamenár"
"Kamenárstvo KUŤKA","5","21","Karla Marxa 18","Levice",,"SK","https://www.kamenarstvokutka.sk/","+421 907 783 885","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20KU%C5%A4KA&query_place_id=ChIJG4qJznDdakcRQ130se6Vymk","Kamenár"
"Kamenárstvo ČAPUCHA STONE","3.9","10","Komárňanská cesta","Nové Zámky",,"SK","http://www.capucha-stone.sk/","+421 919 317 332","Výrobca pomníkov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20%C4%8CAPUCHA%20STONE&query_place_id=ChIJYVa3xxgBa0cRjNArzHWQK30","Výrobca pomníkov"
"KAMENÁRSTVO DARÁZS","5","2","Kameničná 378","Kameničná",,"SK",,"+421 905 899 102",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KAMEN%C3%81RSTVO%20DAR%C3%81ZS&query_place_id=ChIJm79z9YWua0cRHGvivABz7po",
"Kamenárstvo Monument","4.5","11","Štefánikova 152","Palárikovo",,"SK","https://www.kamenarstvo-monument.sk/","+421 903 202 052","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20Monument&query_place_id=ChIJeRtXfXEPa0cR-CQYxt9GtM0","Kamenár"
"Kamenárstvo - MM ""Bratia Bírovci""","4.7","12","Hlavná 1484/2","Veľké Zálužie",,"SK","http://www.kamenarstvo-mm.sk/","+421 907 503 181","Kamenár","Cintorín","Pamätník","Dodavateľ prírodného kameňa","Kameňorezba","Dodávateľ kameňa",,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20-%20MM%20%22Bratia%20B%C3%ADrovci%22&query_place_id=ChIJ38lr-8A-a0cR9NIF0ST1pTk","Kamenár"
"KAMENÁRSTVO ŠAMORÍN, s.r.o.","5","43","Senecká 18","Šamorín",,"SK","http://www.kamenarstvo-s.sk/","+421 907 571 552","Kamenár","Stavebné služby","Dovozca","Prestavba kuchýň","Výrobca","Výrobca pomníkov","Sklad",,,,"https://www.google.com/maps/search/?api=1&query=KAMEN%C3%81RSTVO%20%C5%A0AMOR%C3%8DN%2C%20s.r.o.&query_place_id=ChIJD6thh8t_bEcRR7DQeA-YB2M","Kamenár"
"Kamenárstvo Kocian s.r.o","4.8","20","Hviezdoslavova 38","Nová Baňa",,"SK","http://www.kamenarstvokocian.sk/","+421 917 406 201","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20Kocian%20s.r.o&query_place_id=ChIJ494FNc_VakcRYPqj-oX3Ks8","Kamenár"
"Kamenár - Štefan Kušnír","5","2","Baldovce 72, Baldovce","Baldovce",,"SK","https://kamenarstvo-kusnir.sk/","+421 908 068 247","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1r%20-%20%C5%A0tefan%20Ku%C5%A1n%C3%ADr&query_place_id=ChIJX_UF22BFPkcRV7hQgBPaM0A","Kamenár"
"Kamenárstvo Bánov Melišek","5","1","Novozámocká 2A","Bánov",,"SK","http://www.kamenarstvobanov.sk/","+421 905 365 881","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20B%C3%A1nov%20Meli%C5%A1ek&query_place_id=ChIJE9lrqGQFa0cRHuduoUTMmIg","Kamenár"
"Kamenárstvo KAM-MAN","5","4","Leninová 71","Veľké Úľany",,"SK","https://www.kam-man.sk/","+421 31/787 71 16","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20KAM-MAN&query_place_id=ChIJf8TIfFB7a0cRY0GwOeeF12U","Kamenár"
"Kamenárstvo BERINO s.r.o.","4.9","59","návštevu SHOWROOM si dohodnite telefonicky, Pečnianska 1203/33","Petržalka",,"SK","https://www.berino.sk/","+421 903 351 470","Kamenár","Kameňorezba",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kamen%C3%A1rstvo%20BERINO%20s.r.o.&query_place_id=ChIJe4eDKtiJbEcRSbe7UlA4gcg","Kamenár"
"Dizajnové kamenárstvo Gora Slovakia, spol. s r.o.","5","2","Cukrovarská","Sládkovičovo",,"SK","https://www.goraslovakia.sk/","+421 905 877 566","Kamenár","Dovozca","Výrobca",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dizajnov%C3%A9%20kamen%C3%A1rstvo%20Gora%20Slovakia%2C%20spol.%20s%20r.o.&query_place_id=ChIJQYTP0Oxla0cRd8XalSBMCG0","Kamenár"
"Pokládka zámkovej dlažby * Miroslav Dóka","4.8","31","Slnečná 1817 /25","Senec",,"SK","http://pokladkadlazby.com/","+421 907 780 279","Stavebná firma","Dodávateľ dlažobných prác",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby%20*%20Miroslav%20D%C3%B3ka&query_place_id=ChIJ1_V4YOycbEcRBnqJcFnRkpU","Stavebná firma"
"ExterierStav pokládka zámkovej dlažby a stavba plota","4.7","19","Studené","Most pri Bratislave",,"SK","http://www.exterierstav.sk/","+421 907 367 766","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ExterierStav%20pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby%20a%20stavba%20plota&query_place_id=ChIJ7S_-bMd2a0cR-9iVPPPVuuI","Stavebná firma"
"Richard Šulka - Pokládka zámkovej dlažby","1","3","noname 357","Vajka nad Žitavou, Lúčnica nad Žitavou",,"SK",,"+421 915 407 621","Dodávateľ dlažobných prác",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Richard%20%C5%A0ulka%20-%20Pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby&query_place_id=ChIJm9JKgZgZa0cRwd4CJHOSvCs","Dodávateľ dlažobných prác"
"Michal Gabčo - pokládka zámkovej dlažby, okrasné ploty, stavebné práce","5","39","Komenského 499/2","Liptovský Hrádok",,"SK","http://mgstavbyplotydlazby.sk/","+421 940 551 428","Stavebná firma","Stavebné služby",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Michal%20Gab%C4%8Do%20-%20pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby%2C%20okrasn%C3%A9%20ploty%2C%20stavebn%C3%A9%20pr%C3%A1ce&query_place_id=ChIJOc1liHKdFUcRv9Bpl2CkEPw","Stavebná firma"
"BAJZÍK JURAJ - Pokládka zámkovej dlažby","4.7","3","Závada 87","Závada",,"SK","http://www.bajzo.sk/","+421 902 094 112","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAJZ%C3%8DK%20JURAJ%20-%20Pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby&query_place_id=ChIJSy-3k72zFEcRnbLtcHAlFUo","Dodávateľ"
"ZATO, s.r.o.","4.9","32","Levočská 164","Prešov",,"SK","https://www.zato.sk/","+421 907 215 599","Stavebná firma","Dodávateľ plotov","Obchod s potrebami na stavbu plotov","Dodávateľ dlažobných prác",,,,,,,"https://www.google.com/maps/search/?api=1&query=ZATO%2C%20s.r.o.&query_place_id=ChIJCT1d6rPxPkcRZboKHcyEwZo","Stavebná firma"
"Wemadi - pokládka zámkovej dlažby Bardejov","4","1","Námestie armádneho generála Ludvíka Svobodu 8","Bardejov",,"SK","http://wemadi.sk/","+421 910 245 358","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wemadi%20-%20pokl%C3%A1dka%20z%C3%A1mkovej%20dla%C5%BEby%20Bardejov&query_place_id=ChIJB2M5euaAPkcR7DRc15WHktw","Stavebná firma"
"MAAG, s.r.o.","4.6","71","Trnavská cesta 67","Bratislava",,"SK","https://maag.sk/","+421 905 346 227","Obchod s dlažbou a kachličkami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAAG%2C%20s.r.o.&query_place_id=ChIJ26ynftyObEcRH0bbEn_iBVE","Obchod s dlažbou a kachličkami"
"LABUDA MAREK – LBD","4.4","9","Domovina 306","Chrabrany",,"SK","http://www.lbdzamkovedlazby.sk/","+421 905 673 561","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LABUDA%20MAREK%20%E2%80%93%20LBD&query_place_id=ChIJmym49mdKa0cRGiJfNGMTnfU","Dodávateľ"
"Jaroslav Horvat Pokládka zamkovej dlažby obrubníkov okrasných murikov","5","3","Slovenská 367/3","Hanušovce nad Topľou",,"SK",,"+421 951 747 044","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaroslav%20Horvat%20Pokl%C3%A1dka%20zamkovej%20dla%C5%BEby%20obrubn%C3%ADkov%20okrasn%C3%BDch%20murikov&query_place_id=ChIJ_3gfZTSVPkcRd5PYsMDb74s","Stavebná firma"
"TILERPRO.SK OBKLADAČSKÉ PRÁCE","5","9","mestská časť Ružinov SK, Klincová 16637/37B","Ružinov",,"SK","https://tilerpro.sk/","+421 951 331 279","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TILERPRO.SK%20OBKLADA%C4%8CSK%C3%89%20PR%C3%81CE&query_place_id=ChIJuTK070CLymQRT9YyLe_yllk","Stavebná firma"
"KUBIŠ DLAŽBY","5","1","Kátlovce 351, Kátlovce","Kátlovce",,"SK","https://www.kubisdlazby.sk/","+421 915 038 519","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KUBI%C5%A0%20DLA%C5%BDBY&query_place_id=ChIJn85MYn6pbEcRWU0yE8-f8Wo","Stavebné služby"
"Pokládka dlažby Tiramisu",,,"Fučíkova 967","Bardejov",,"SK","https://www.pokladka-dlazby.sk/zavitovy-krizik/17-zavitovy-krizik-3-mm.html","+421 908 347 598",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pokl%C3%A1dka%20dla%C5%BEby%20Tiramisu&query_place_id=ChIJyfvYc96APkcRVC--r2yNons",
"Zámkové dlažby Jašter","5","3","Trenčianske Jastrabie 267, Trenčianske Jastrabie","Trenčianske Jastrabie",,"SK","https://jaster.sk/","+421 947 199 125","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Z%C3%A1mkov%C3%A9%20dla%C5%BEby%20Ja%C5%A1ter&query_place_id=ChIJM7zBcXi7FEcRPeKIjxriars","Stavebná firma"
"Kalti",,,"Nálepková ulica 746/8","Hurbanovo",,"SK","http://www.kalti.sk/","+421 948 088 296","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kalti&query_place_id=ChIJF-pZj9eqa0cRZKwUm-ivGMs","Kamenár"
"Cording",,,"Cintorínska 1517/1","Hurbanovo",,"SK","http://www.cording.sk/doplnky.html","+421 905 489 585","Kamenár",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cording&query_place_id=ChIJEwPUkdaqa0cRX0fyl7aR44A","Kamenár"
"Maliarske práce",,,"Špitálska 2201/45","Staré Mesto",,"SK",,"+421 911 213 459","Maliar",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maliarske%20pr%C3%A1ce&query_place_id=ChIJ0wxewUWJbEcRarN-92ABKbg","Maliar"
"Maliarske práce KAHAN","5","5","2, Murgašova 38","Nitra",,"SK","http://www.kahan.sk/","+421 910 910 463","Maliar","Špecialista na sádrokartónové priečky","Interiérový dekoratér",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maliarske%20pr%C3%A1ce%20KAHAN&query_place_id=ChIJGaR_dwc_a0cR5qH45eX1DbM","Maliar"
"Maliarske práce - SEKOSET s.r.o.","5","11","Gorkého 20","Pezinok",,"SK","http://maliarskeprace-ba.sk/","+421 905 315 233","Maliar",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maliarske%20pr%C3%A1ce%20-%20SEKOSET%20s.r.o.&query_place_id=ChIJv-t388qRbEcRuFowfEq3_Hg","Maliar"
"Maliarske prace","5","7","B. S. Timravy 11","Žilina-Vlčince",,"SK","https://www.facebook.com/maliarske.prace.rekonstrukcie","+421 910 919 519","Maliar",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maliarske%20prace&query_place_id=ChIJ__EEetIjKG0RIRXRLs-_cHI","Maliar"
